"sparse weighted graph embedding,"
15742,-4.362513,-1.1017246
15743,-4.3974714,-1.1184967
15744,-4.3678803,-1.1082445
15745,-4.414713,-1.1136332
15746,-4.3955717,-1.1204627
15747,-4.4098134,-1.119155
15748,-4.444856,-1.125418
15749,-4.4187207,-1.1180178
15750,-4.4752665,-1.1315439
15751,-4.476501,-1.1402576
15752,-4.5023804,-1.1406586
15753,0.021750102,0.16021122
15754,0.1746697,-0.2471597
15755,0.077017866,-0.08165788
15756,0.15973172,0.098585434
15757,-0.016127283,0.0592917
15758,0.13636638,-0.029232517
15759,-0.24353154,-0.21268724
15760,0.17586502,-0.03553555
15761,0.01762229,-0.12073121
15762,0.12552607,-0.22636756
15763,-0.13994287,0.027323792
15764,-4.4429655,-1.1271983
15765,-4.4206243,-1.1339266
15766,-4.440173,-1.1424154
15767,-4.4672236,-1.1508856
15768,-4.479308,-1.1399481
15769,-4.489869,-1.1444906
15770,-4.50309,-1.1508204
15771,-4.5177355,-1.1652751
15772,-4.5337095,-1.1575907
15773,-4.50185,-1.1552923
15774,-4.5273185,-1.1585345
15775,-4.5417147,-1.1601341
15776,-4.564554,-1.1738282
15777,-4.5612855,-1.1731986
15778,-4.5971766,-1.1851764
15779,-4.6007047,-1.1853726
15780,-4.593416,-1.1843089
15781,-4.600135,-1.1799217
15782,-4.6283746,-1.1889651
15783,-4.6216435,-1.190157
15784,-4.65498,-1.195921
15785,-4.6823583,-1.2068096
15786,-4.689409,-1.210622
15787,-4.674409,-1.2068691
15788,-4.7254524,-1.2076061
15789,-4.653244,-1.2063364
15790,-4.626435,-1.1986532
15791,-4.663977,-1.2137641
15792,-4.6691065,-1.2080059
15793,-4.677025,-1.208831
15794,-4.186634,-1.0716956
15795,-4.69624,-1.2219639
15796,-4.6595645,-1.1989424
15797,-4.658341,-1.1974001
15798,-4.2602525,-1.0782673
15799,-4.2509313,-1.0968908
15800,-4.291985,-1.0898423
15801,-4.314869,-1.0988195
15802,-4.676591,-1.1972467
15803,-4.7063756,-1.1997104
15804,-4.7338586,-1.2109458
15805,-4.712813,-1.2121309
15806,-4.730258,-1.2090191
15807,-4.7511897,-1.2202839
15808,-4.6196475,-1.1734235
15809,-4.614736,-1.178638
15810,-4.2844462,-1.1009641
15811,-4.711011,-1.2041153
15812,-4.7123113,-1.2036582
15813,-4.754979,-1.2208215
15814,-4.7595887,-1.2226304
15815,-4.7706428,-1.2252065
15816,-4.7807097,-1.2237335
15817,-4.371657,-1.1113639
15818,-4.4149756,-1.1322104
15819,-4.7594023,-1.2189573
15820,-4.781021,-1.2222282
15821,-4.7907715,-1.232503
15822,-4.3984303,-1.1233904
15823,-4.8515496,-1.2500517
15824,-4.869356,-1.2498971
15825,-4.861669,-1.2525485
15826,-4.9032145,-1.260071
15827,-4.9170012,-1.266985
15828,-4.936035,-1.265744
15829,-4.9327726,-1.2689873
15830,-4.948187,-1.2746664
15831,-4.9772563,-1.281638
15832,-4.974855,-1.2842681
15833,-5.0204697,-1.2858812
15834,-5.0060062,-1.2813982
15835,-5.0331,-1.29273
15836,-5.03903,-1.2977582
15837,-5.0393987,-1.2881587
15838,-5.071734,-1.3058231
15839,-5.0747414,-1.3027216
15840,-5.089101,-1.3099127
15841,-5.1221757,-1.3214525
15842,-4.8639197,-1.2532262
15843,-4.8818135,-1.2487633
15844,-4.8498006,-1.2418907
15845,-4.923654,-1.2601134
15846,-4.7222643,-1.193821
15847,0.003007853,0.109412946
15848,-0.033658613,-0.033245526
15849,0.015701028,-0.23071949
15850,-0.17749766,0.08463129
15851,0.19558617,-0.2305739
15852,0.1953097,-0.13876201
15853,0.11979052,-0.1213073
15854,-0.22626038,0.19170566
15855,-0.12649311,-0.116990976
15856,0.044974487,-0.15847214
15857,-0.20497167,-0.22103168
15858,-0.0046685063,-0.15272063
15859,0.24263999,0.15443839
15860,0.20067763,-0.1717021
15861,0.06797634,-0.23401648
15862,-0.042748068,0.15490589
15863,-0.22817408,-0.041144107
15864,-4.2699575,-1.0773947
15865,-4.377196,-1.1101681
15866,-4.3716316,-1.1047263
15867,-4.4100485,-1.1218588
15868,-4.43091,-1.1284848
15869,-4.413967,-1.1128273
15870,-4.184057,-1.0658959
15871,-4.023783,-1.0271337
15872,-3.927877,-0.99321276
15873,-3.99164,-1.0154436
15874,-3.9914095,-1.014682
15875,-3.9984663,-1.0172805
15876,-4.024893,-1.0300355
15877,-3.8410668,-0.977299
15878,-3.7248309,-0.9540512
15879,-3.7342842,-0.95282173
15880,-3.7242332,-0.9438921
15881,-3.5258045,-0.8977412
15882,-3.532503,-0.90271556
15883,-3.4522502,-0.8775548
15884,-3.4718637,-0.8878022
15885,-3.4707277,-0.88606316
15886,-3.4236083,-0.8849824
15887,-3.5064843,-0.89848316
15888,-3.5005157,-0.89609593
15889,-3.5154727,-0.89666104
15890,-3.5331166,-0.9065447
15891,-3.492595,-0.8948316
15892,-3.4890542,-0.88687277
15893,-3.3523045,-0.8686004
15894,-3.4355962,-0.8886071
15895,-3.4440696,-0.88892037
15896,-3.4551425,-0.8723401
15897,-3.4520888,-0.8915173
15898,-3.446154,-0.8860679
15899,-3.4637978,-0.8758756
15900,-3.4649563,-0.8826796
15901,-3.5160842,-0.9079995
15902,-3.5080261,-0.8985649
15903,-3.525704,-0.8985653
15904,-3.5142603,-0.9001338
15905,-3.531387,-0.90321803
15906,-3.4127748,-0.8677158
15907,-3.4669714,-0.89317936
15908,-3.5706007,-0.91558975
15909,-3.65188,-0.9441527
15910,-3.6175637,-0.9372339
15911,-3.6154945,-0.9189299
15912,-3.4538019,-0.88819736
15913,-3.442525,-0.88671744
15914,-3.5241652,-0.9081883
15915,-3.57817,-0.92100394
15916,-3.5615914,-0.91039956
15917,-3.673348,-0.93710613
15918,-3.6875503,-0.949264
15919,-3.6829796,-0.9425972
15920,-3.861055,-0.9931689
15921,-3.78113,-0.9712625
15922,-3.6276736,-0.92514294
15923,-3.8199828,-0.9770719
15924,-3.8198571,-0.98159885
15925,-3.8421817,-0.9743709
15926,-3.861166,-0.9865273
15927,-3.861266,-0.9791078
15928,-3.7991252,-0.971421
15929,-3.782464,-0.9647911
15930,-3.7799056,-0.96255434
15931,-3.7017329,-0.9493345
15932,-3.7263658,-0.9499131
15933,-3.6914756,-0.941724
15934,-3.9381573,-1.0046694
15935,-3.9565158,-1.0074726
15936,-3.8514655,-0.98260343
15937,-3.8599105,-0.98848283
15938,-3.884599,-0.9901113
15939,-3.8222692,-0.9841478
15940,-3.852919,-0.99064434
15941,-3.8699045,-0.98848027
15942,-3.8933952,-0.9936364
15943,-3.7723207,-0.9752778
15944,-3.7609422,-0.9630173
15945,-3.7697754,-0.96119326
15946,-3.770064,-0.97269154
15947,-3.8697145,-0.983913
15948,-3.8342583,-0.98799765
15949,-3.9255009,-1.0108039
15950,-4.1689153,-1.0740571
15951,-4.1957684,-1.0783002
15952,-4.2149224,-1.0737243
15953,-4.229669,-1.0807643
15954,-4.267802,-1.0968214
15955,-4.2721977,-1.0968238
15956,-4.278299,-1.0966686
15957,-4.3740096,-1.114254
15958,-4.3657923,-1.1219871
15959,-4.369163,-1.1226745
15960,-4.521268,-1.1630553
15961,-4.3851004,-1.1174039
15962,-4.4722476,-1.153489
15963,-4.515051,-1.1609883
15964,-4.513791,-1.1547295
15965,-4.543187,-1.154502
15966,-4.8409376,-1.2407709
15967,-4.879418,-1.2507492
15968,-4.879059,-1.2547
15969,-4.894944,-1.2512712
15970,-4.9001,-1.2575102
15971,-4.917759,-1.2583344
15972,-4.9464574,-1.2707502
15973,-4.951269,-1.2758545
15974,-4.9874315,-1.2887145
15975,-4.638319,-1.1881804
15976,-4.7023807,-1.2001753
15977,-4.707843,-1.2156227
15978,-4.5239596,-1.1536937
15979,-4.8458686,-1.2477944
15980,-4.8314342,-1.2336192
15981,-4.8431964,-1.2461468
15982,-4.856366,-1.2465142
15983,-5.0356956,-1.284857
15984,-5.0664682,-1.2976855
15985,-5.088415,-1.3057051
15986,-5.0979714,-1.3055161
15987,-5.101976,-1.3099833
15988,-5.122064,-1.3242767
15989,-5.1398964,-1.3343138
15990,-5.1532645,-1.329707
15991,-5.174189,-1.3304036
15992,-5.1561437,-1.3341275
15993,-5.1894274,-1.3411034
15994,-5.2151384,-1.3425069
15995,-5.204386,-1.3443409
15996,-5.177236,-1.323881
15997,-5.219318,-1.3448906
15998,-5.221765,-1.343724
15999,-5.228495,-1.34595
16000,-5.2594314,-1.3515002
16001,-5.2182827,-1.3429387
16002,-5.26285,-1.3549559
16003,-5.2779,-1.3644108
16004,-5.2845216,-1.370818
16005,-5.298059,-1.3676502
16006,-5.315968,-1.359999
16007,-5.3094273,-1.366504
16008,-5.349223,-1.3788408
16009,-4.6743994,-1.2100568
16010,-4.6642046,-1.2124014
16011,-4.80321,-1.2380947
16012,-4.8073945,-1.2407684
16013,-5.1256585,-1.3182739
16014,-5.1654396,-1.3335493
16015,-5.197707,-1.3342979
16016,-5.1892304,-1.3401545
16017,-5.2192836,-1.3370322
16018,-5.2416015,-1.3539988
16019,-5.251465,-1.3549851
16020,-5.2592287,-1.3512107
16021,-5.267182,-1.3623087
16022,-5.298631,-1.3734521
16023,-5.285335,-1.3681849
16024,-5.308067,-1.3609016
16025,-5.3159857,-1.36797
16026,-5.3693676,-1.3924583
16027,-5.3506804,-1.3719984
16028,-5.416296,-1.3959162
16029,-5.397717,-1.3987404
16030,-5.40269,-1.4027227
16031,-5.432512,-1.4102335
16032,-5.4712853,-1.4127501
16033,-5.447269,-1.4073794
16034,-5.4444737,-1.4063445
16035,-5.4981747,-1.427278
16036,-5.3060446,-1.3823875
16037,-5.330196,-1.3782762
16038,-5.3635764,-1.3848101
16039,-5.470388,-1.4047644
16040,-5.5307336,-1.4348955
16041,-5.262786,-1.3486315
16042,-5.2529025,-1.356786
16043,-5.284888,-1.3697197
16044,-5.3111267,-1.3651414
16045,-5.0821905,-1.3039697
16046,-5.1341996,-1.3276021
16047,-5.1485286,-1.3355764
16048,-5.1521864,-1.3375549
16049,-4.7095766,-1.2080663
16050,-4.6184793,-1.1847829
16051,-4.6617265,-1.1987455
16052,-4.6732,-1.2076137
16053,-4.3614674,-1.1189528
16054,-4.366766,-1.1155561
16055,-4.372135,-1.1230003
16056,-4.2418904,-1.0854515
16057,-4.2773247,-1.0945014
16058,-4.2618384,-1.094199
16059,-4.2574162,-1.0998564
16060,-4.2641454,-1.0968893
16061,-4.46957,-1.159888
16062,-4.4617953,-1.1527251
16063,-4.4849486,-1.1670074
16064,-4.5132093,-1.168409
16065,-4.534089,-1.1610782
16066,-4.346055,-1.1244408
16067,-4.373053,-1.1248199
16068,-4.3540816,-1.1202388
16069,-4.214806,-1.0903499
16070,-4.218113,-1.0806581
16071,-4.0484295,-1.0484382
16072,-3.8825438,-1.0047914
16073,-3.9440854,-1.0199819
16074,-3.9461339,-1.0188922
16075,-3.8604639,-1.002004
16076,-3.8593934,-1.0023
16077,-3.854874,-0.9968767
16078,-3.689837,-0.96063256
16079,-3.7036264,-0.9637121
16080,-3.3652267,-0.8818709
16081,-3.3866975,-0.8623066
16082,-3.2682898,-0.85297114
16083,-3.1779218,-0.8366005
16084,-3.1160831,-0.82447726
16085,-3.1144934,-0.8247257
16086,-3.1650677,-0.8182819
16087,-3.1641676,-0.82601595
16088,-3.1574147,-0.8393464
16089,-3.0490553,-0.79909205
16090,-3.0896459,-0.8200877
16091,-3.1075351,-0.8245655
16092,-3.0720954,-0.8000108
16093,-3.0367274,-0.7820411
16094,-3.0278068,-0.8002957
16095,-2.9834893,-0.7804252
16096,-3.0250485,-0.7836287
16097,-3.0453963,-0.7903211
16098,-2.9320538,-0.77718914
16099,-2.9479258,-0.77748877
16100,-2.9454088,-0.7767287
16101,-2.9471064,-0.7829142
16102,-2.9432435,-0.78246963
16103,-2.9407902,-0.77602834
16104,-2.8750765,-0.75949585
16105,-2.823862,-0.7501562
16106,-2.8593163,-0.7559386
16107,-2.8044746,-0.74121684
16108,-2.76505,-0.74037945
16109,-2.6588748,-0.71417147
16110,-2.5614345,-0.6949358
16111,-2.5674787,-0.6933188
16112,-2.5681946,-0.68844074
16113,-2.5469358,-0.6899192
16114,-2.5421288,-0.68652695
16115,-2.5561945,-0.690594
16116,-2.5164113,-0.67654234
16117,-2.5686831,-0.6791971
16118,-2.5588326,-0.6836892
16119,-2.6191826,-0.69431597
16120,-2.5836666,-0.68724483
16121,-2.5532427,-0.688326
16122,-2.5002015,-0.6758047
16123,-2.5082443,-0.6775165
16124,-2.4739144,-0.668159
16125,-2.484859,-0.67123383
16126,-2.5622723,-0.6896865
16127,-2.568232,-0.68322504
16128,-2.5700407,-0.6885459
16129,-2.6209862,-0.69834536
16130,-2.5900948,-0.6888838
16131,-2.5525281,-0.67421407
16132,-2.567455,-0.69961417
16133,-2.5836926,-0.6946676
16134,-2.5166035,-0.68619555
16135,-2.5569,-0.7004386
16136,-2.6230507,-0.6990653
16137,-2.5949762,-0.68842936
16138,-2.5909345,-0.6946056
16139,-2.4800863,-0.6768618
16140,-2.4669971,-0.66940624
16141,-2.508522,-0.6731293
16142,-2.4733207,-0.6795972
16143,-2.4809916,-0.66649354
16144,-2.4200392,-0.6551282
16145,-2.437854,-0.6546886
16146,-2.466259,-0.6635761
16147,-2.5660923,-0.69369054
16148,-2.5723512,-0.67547643
16149,-2.570164,-0.6800526
16150,-2.606136,-0.6978932
16151,-2.599518,-0.69509745
16152,-2.638889,-0.70332783
16153,-2.6543355,-0.7004248
16154,-2.6526015,-0.70559615
16155,-2.646569,-0.7077434
16156,-2.636512,-0.70424986
16157,-2.6615396,-0.7086682
16158,-2.626244,-0.6997299
16159,-2.6210868,-0.69778115
16160,-2.57134,-0.68560696
16161,-2.5427272,-0.68706673
16162,-2.485864,-0.6597256
16163,-2.4899032,-0.66186315
16164,-2.4634423,-0.65306807
16165,-2.4581494,-0.6511318
16166,-2.3383121,-0.63701445
16167,-2.3746862,-0.6529525
16168,-2.3587573,-0.6341466
16169,-2.2993102,-0.6236385
16170,-2.20974,-0.5968531
16171,-2.2421367,-0.6052278
16172,-2.1978462,-0.60726005
16173,-2.0596101,-0.57362866
16174,-1.962108,-0.5645318
16175,-1.9524286,-0.55415
16176,-2.0082612,-0.5685331
16177,-1.9968112,-0.56179583
16178,-2.0085185,-0.57159364
16179,-1.9868153,-0.5441636
16180,-1.9531024,-0.5595722
16181,-1.8980842,-0.5503917
16182,-1.8745409,-0.5523581
16183,-1.861241,-0.54278564
16184,-1.8896352,-0.5404838
16185,-1.8646507,-0.5373356
16186,-1.9290746,-0.5488464
16187,-1.9025912,-0.55040526
16188,-1.922621,-0.55112845
16189,-1.8881438,-0.54171973
16190,-1.8645165,-0.5405283
16191,-1.868563,-0.5358674
16192,-1.8657749,-0.5361982
16193,-1.8681566,-0.5411422
16194,-1.9009318,-0.5405937
16195,-1.8720317,-0.5417336
16196,-1.8755089,-0.5378862
16197,-1.8862511,-0.5304994
16198,-1.9117435,-0.5410669
16199,-1.8854713,-0.5352542
16200,-1.8915211,-0.55145645
16201,-1.9271401,-0.5490005
16202,-1.9266963,-0.55487764
16203,-1.9578155,-0.55964196
16204,-1.9576266,-0.55744356
16205,-1.8929485,-0.5439947
16206,-1.9162213,-0.55327326
16207,-1.9369063,-0.55728793
16208,-1.9295167,-0.5429589
16209,-1.9208239,-0.55224437
16210,-1.9391226,-0.5603368
16211,-1.9914716,-0.5549093
16212,-1.9476279,-0.5703913
16213,-1.9051247,-0.5544008
16214,-1.8968076,-0.5498715
16215,-1.9142015,-0.5559818
16216,-1.9305283,-0.55370027
16217,-1.9295242,-0.5588517
16218,-1.936883,-0.552568
16219,-1.913346,-0.5483699
16220,-1.9140003,-0.55565697
16221,-1.9160092,-0.5466389
16222,-1.875469,-0.5487914
16223,-1.8818799,-0.54439926
16224,-1.8537465,-0.5464254
16225,-1.8615513,-0.5418461
16226,-1.8716456,-0.5523432
16227,-1.84094,-0.53781205
16228,-1.8742118,-0.55839354
16229,-1.8616714,-0.55602884
16230,-1.8690082,-0.553089
16231,-1.8497549,-0.54253906
16232,-1.8544021,-0.56044644
16233,-1.8498619,-0.54946476
16234,-1.870899,-0.5471033
16235,-1.871224,-0.54266196
16236,-1.9405497,-0.5683057
16237,-1.9724939,-0.5635521
16238,-1.9169018,-0.56872964
16239,-1.9206392,-0.56444883
16240,-2.0048041,-0.5673577
16241,-2.0230122,-0.58973795
16242,-2.0589986,-0.5839649
16243,-2.0443285,-0.58556134
16244,-1.9895629,-0.5757135
16245,-1.9886292,-0.5659772
16246,-1.9891498,-0.57259625
16247,-1.9567953,-0.55766356
16248,-1.9466486,-0.56198287
16249,-1.9240141,-0.5570435
16250,-1.9259796,-0.5621533
16251,-1.929473,-0.5746027
16252,-1.9228963,-0.55346787
16253,-1.927991,-0.57088554
16254,-1.9495507,-0.56296176
16255,-1.9620401,-0.5607083
16256,-2.0272255,-0.5704233
16257,-2.065196,-0.574952
16258,-2.0593202,-0.5640786
16259,-2.0687232,-0.57873464
16260,-2.0701537,-0.5807434
16261,-2.081886,-0.5780777
16262,-2.0831199,-0.59437495
16263,-2.1254315,-0.5866283
16264,-2.1412745,-0.58985126
16265,-2.1376224,-0.58654135
16266,-2.1314664,-0.5968514
16267,-3.8431094,-0.967714
16268,-3.6930354,-0.9492763
16269,-3.698801,-0.93668914
16270,-3.5169268,-0.9039879
16271,-3.5333872,-0.9119745
16272,-3.4590464,-0.8762352
16273,-3.3281748,-0.8471916
16274,-3.262738,-0.83910954
16275,-3.2147875,-0.8202223
16276,-3.2033741,-0.8320808
16277,-3.1848106,-0.82503307
16278,-3.2164593,-0.82704616
16279,-3.1548038,-0.81984085
16280,-3.096971,-0.7972952
16281,-3.0569289,-0.7940855
16282,-3.0585444,-0.7905838
16283,-3.0666547,-0.78634894
16284,-3.0701683,-0.77858126
16285,-2.926163,-0.7674689
16286,-2.8494928,-0.73794484
16287,-2.7924259,-0.72833216
16288,-2.794247,-0.7274339
16289,-2.7891996,-0.72870827
16290,-2.7270346,-0.7223084
16291,-2.7399418,-0.7212957
16292,-2.6776133,-0.7173866
16293,-2.5994723,-0.696375
16294,-2.4919083,-0.67159516
16295,-2.456696,-0.6630753
16296,-2.3891594,-0.6460608
16297,-2.3835351,-0.65595424
16298,-2.3959727,-0.6606153
16299,-2.3930957,-0.65560234
16300,-2.3475618,-0.64847684
16301,-2.3559258,-0.6427535
16302,-2.3477392,-0.65394974
16303,-2.348967,-0.64343697
16304,-2.3250642,-0.6356931
16305,-2.3503926,-0.6553744
16306,-2.3363905,-0.64498454
16307,-2.3285832,-0.63993037
16308,-2.333092,-0.6360412
16309,-2.3525403,-0.6327253
16310,-2.376649,-0.65543914
16311,-2.4072042,-0.6542279
16312,-2.395089,-0.6498981
16313,-2.4158518,-0.6599265
16314,-2.4228458,-0.6541735
16315,-2.380244,-0.6464349
16316,-2.3756492,-0.65631276
16317,-2.4186285,-0.66595656
16318,-2.385642,-0.6510345
16319,-2.3656087,-0.6420074
16320,-2.3196082,-0.6444599
16321,-2.303496,-0.64797336
16322,-2.3474605,-0.6532721
16323,-2.3420537,-0.64615345
16324,-2.349308,-0.65866613
16325,-2.313662,-0.64206773
16326,-2.320483,-0.6308835
16327,-2.3230932,-0.6456384
16328,-2.3372567,-0.63891435
16329,-2.3257625,-0.6420574
16330,-2.3391678,-0.6493051
16331,-2.3499317,-0.65674233
16332,-2.3534784,-0.6471677
16333,-2.4535174,-0.6663099
16334,-2.5249732,-0.67693084
16335,-2.511054,-0.67144436
16336,-2.4990482,-0.68439156
16337,-2.514427,-0.6755713
16338,-2.588114,-0.7001075
16339,-2.596544,-0.6952681
16340,-2.550029,-0.6811567
16341,-2.5435035,-0.6799834
16342,-2.5876067,-0.6756326
16343,-2.6414573,-0.6973827
16344,-2.692677,-0.69770736
16345,-2.6407893,-0.6937583
16346,-2.632084,-0.7016651
16347,-2.6802895,-0.72182995
16348,-2.6870506,-0.70071363
16349,-2.7236264,-0.72420824
16350,-2.7362015,-0.7208849
16351,-2.738316,-0.7235656
16352,-2.7593086,-0.73054814
16353,-2.7606213,-0.7255025
16354,-2.7134776,-0.7124423
16355,-2.6982627,-0.71449095
16356,-2.748874,-0.71789914
16357,-2.787659,-0.7274786
16358,-2.7813478,-0.729181
16359,-2.9142418,-0.7550259
16360,-2.933113,-0.7627052
16361,-3.038737,-0.7834782
16362,-3.091794,-0.7956494
16363,-3.1179082,-0.810936
16364,-3.1539195,-0.80726665
16365,-3.1469636,-0.8037287
16366,-3.119083,-0.801901
16367,-3.1263537,-0.81382257
16368,-3.218298,-0.8237276
16369,-3.1719775,-0.815798
16370,-3.1531785,-0.8059035
16371,-3.1406007,-0.8023091
16372,-3.1981733,-0.81631565
16373,-3.1083293,-0.7936756
16374,-3.1201496,-0.7979192
16375,-3.157965,-0.8051867
16376,-3.105845,-0.79253596
16377,-3.0572035,-0.77909106
16378,-3.1572852,-0.8097431
16379,-3.1561975,-0.8079527
16380,-3.1646092,-0.8112729
16381,-3.1399572,-0.8078487
16382,-3.0803614,-0.7930168
16383,-3.106912,-0.7960725
16384,-3.1044788,-0.7824682
16385,-3.116331,-0.7949484
16386,-2.9969988,-0.7705548
16387,-2.9723244,-0.75937843
16388,-2.9801247,-0.7629569
16389,-2.9811428,-0.772114
16390,-2.9702837,-0.7717749
16391,-2.9781184,-0.7720759
16392,-3.0841432,-0.7899362
16393,-3.0839057,-0.7956627
16394,-3.093697,-0.7906322
16395,-3.070189,-0.7896831
16396,-3.01955,-0.7857173
16397,-3.0368407,-0.7786847
16398,-3.1083145,-0.79976773
16399,-3.1356065,-0.80319977
16400,-3.1441379,-0.80513716
16401,-3.0500221,-0.79016185
16402,-3.0632036,-0.7926834
16403,-3.1251066,-0.80629826
16404,-3.1165876,-0.80359036
16405,-3.129317,-0.8036907
16406,-3.1211607,-0.8032424
16407,-3.1806247,-0.80877626
16408,-3.1780503,-0.81577504
16409,-3.1022177,-0.7985777
16410,-3.2023826,-0.8361516
16411,-3.17633,-0.82520306
16412,-3.1573339,-0.8165973
16413,-3.1129897,-0.8121667
16414,-3.1224148,-0.81527823
16415,-3.022729,-0.78055036
16416,-3.0210023,-0.77309537
16417,-2.9292715,-0.76420027
16418,-2.88732,-0.7562965
16419,-2.9335363,-0.76476514
16420,-2.8798814,-0.7517963
16421,-2.8933885,-0.75017893
16422,-2.8987417,-0.76085174
16423,-2.9083054,-0.7541567
16424,-2.9707508,-0.7587324
16425,-2.9760776,-0.774482
16426,-2.9999197,-0.7688089
16427,-3.0005808,-0.7692838
16428,-3.0431006,-0.7821792
16429,-3.030028,-0.7768498
16430,-3.0497684,-0.781584
16431,-2.9894335,-0.7743751
16432,-2.8889728,-0.7450949
16433,-2.8181896,-0.73098534
16434,-2.818982,-0.7285246
16435,-2.8418746,-0.73229367
16436,-2.8110144,-0.7319579
16437,-2.8298411,-0.73508495
16438,-2.8858418,-0.7458386
16439,-2.8891711,-0.7435887
16440,-2.892909,-0.7422578
16441,-2.9081125,-0.7482803
16442,-2.8313658,-0.72976303
16443,-2.7911215,-0.72408843
16444,-2.686053,-0.7000795
16445,-2.5905123,-0.6810789
16446,-2.5719087,-0.6760986
16447,-2.5755103,-0.6823797
16448,-2.5956998,-0.6909387
16449,-2.5196848,-0.66220355
16450,-2.4629486,-0.66323346
16451,-2.4440463,-0.6609669
16452,-2.4249458,-0.64892983
16453,-2.4163432,-0.65872806
16454,-2.4261212,-0.64461714
16455,-2.4190464,-0.6521369
16456,-2.3741095,-0.6377746
16457,-2.3648927,-0.63821256
16458,-2.286731,-0.63063335
16459,-2.2445326,-0.6203055
16460,-2.2416053,-0.6217374
16461,-2.2494333,-0.6073323
16462,-2.1944625,-0.6110006
16463,-2.1668055,-0.6079251
16464,-2.071279,-0.58945066
16465,-2.0436954,-0.580939
16466,-2.0555222,-0.5902019
16467,-2.0478382,-0.5912648
16468,-2.0651338,-0.589316
16469,-2.0917447,-0.5968303
16470,-2.1105769,-0.60135454
16471,-2.0937989,-0.5800775
16472,-2.1051757,-0.59427893
16473,-2.1307616,-0.5959459
16474,-2.1305466,-0.6093967
16475,-2.1076498,-0.59870934
16476,-2.083051,-0.5893864
16477,-2.0701516,-0.59158844
16478,-2.0363681,-0.5774412
16479,-2.0987177,-0.6056056
16480,-2.0785522,-0.5877315
16481,-2.1111014,-0.58911
16482,-2.1533108,-0.59640604
16483,-2.1234279,-0.60497034
16484,-2.0942461,-0.592849
16485,-2.0683992,-0.5945266
16486,-2.1084914,-0.6026388
16487,-2.1151478,-0.59333193
16488,-2.1348686,-0.6011282
16489,-2.1909876,-0.609099
16490,-2.1712792,-0.6139444
16491,-2.1511588,-0.6055386
16492,-2.146368,-0.6062793
16493,-2.1609244,-0.598619
16494,-2.1635296,-0.60340416
16495,-2.2126327,-0.6162963
16496,-2.1544354,-0.61492395
16497,-2.167008,-0.6136314
16498,-2.1135323,-0.5997116
16499,-2.1224906,-0.60461944
16500,-2.1120915,-0.59501916
16501,-2.1357706,-0.60119236
16502,-2.1274893,-0.59807134
16503,-2.1286614,-0.60609674
16504,-2.1123636,-0.5901256
16505,-2.1122577,-0.58673817
16506,-2.1206627,-0.6047288
16507,-2.1254637,-0.6006213
16508,-2.1260915,-0.6040025
16509,-2.131769,-0.6007503
16510,-2.129662,-0.61222553
16511,-2.1627245,-0.605352
16512,-2.166702,-0.60589105
16513,-2.2093816,-0.61294526
16514,-2.2169228,-0.6105436
16515,-2.250363,-0.622797
16516,-2.2222908,-0.6261746
16517,-2.250824,-0.6265478
16518,-2.2915368,-0.62828004
16519,-2.297219,-0.6339183
16520,-2.3508575,-0.64784765
16521,-2.3880272,-0.6507865
16522,-2.4216125,-0.655318
16523,-2.4363983,-0.66241807
16524,-2.4457893,-0.67400044
16525,-2.4289286,-0.65581346
16526,-2.4238548,-0.6605723
16527,-2.4286957,-0.6614108
16528,-2.4971888,-0.6633248
16529,-2.4935582,-0.67106545
16530,-2.5342522,-0.67562
16531,-2.5321705,-0.67903054
16532,-2.534177,-0.68141973
16533,-2.7363946,-0.7205467
16534,-2.8202448,-0.73449427
16535,-3.0056472,-0.7685616
16536,-3.0006218,-0.77568364
16537,-3.1336117,-0.809639
16538,-3.154722,-0.7961948
16539,-3.1917696,-0.82120776
16540,-3.1488898,-0.81229836
16541,-3.2162998,-0.8311611
16542,-3.28704,-0.84139585
16543,-3.290663,-0.84123176
16544,-3.2063382,-0.82732177
16545,-3.1733744,-0.81178075
16546,-3.2399418,-0.8210982
16547,-3.2997873,-0.8422209
16548,-3.2846313,-0.83826816
16549,-3.2983909,-0.8327961
16550,-3.2997818,-0.84304637
16551,-3.3151515,-0.8391941
16552,-3.259899,-0.83518267
16553,-3.2801197,-0.8359257
16554,-3.2218451,-0.83234656
16555,-3.232112,-0.82824194
16556,-3.1721213,-0.8145662
16557,-3.1802223,-0.8155662
16558,-3.1212366,-0.7993955
16559,-3.135508,-0.8040206
16560,-3.071422,-0.7911151
16561,-3.0914114,-0.7938945
16562,-3.1038404,-0.79787755
16563,-3.1216402,-0.79644954
16564,-3.1314883,-0.78502685
16565,-3.1848938,-0.8074492
16566,-3.206453,-0.8207289
16567,-3.2020602,-0.82106334
16568,-3.1471286,-0.8099243
16569,-3.1410842,-0.80831563
16570,-3.0859776,-0.7915003
16571,-3.1543546,-0.8116075
16572,-3.1529987,-0.8000252
16573,-3.21698,-0.8230743
16574,-3.3126605,-0.841246
16575,-3.3217452,-0.8480429
16576,-3.406317,-0.8622851
16577,-3.4251833,-0.87119585
16578,-3.4204667,-0.87061715
16579,-3.4049413,-0.8636146
16580,-3.4081903,-0.86992943
16581,-3.462849,-0.8776908
16582,-3.4687595,-0.8727453
